Año,Mes,Departamento,Ciudad,País de Residencia,Extranjeros no Residentes
2019,3,Norte de Santander,Abrego,República Dominicana,1
2019,3,Norte de Santander,Pamplona,Estados Unidos,1
2019,3,Cesar,El Copey,Uruguay,1
2019,3,Boyacá,Paipa,Honduras,1
2019,3,Norte de Santander,Cúcuta,Francia,2
2019,3,La Guajira,Maicao,Chile,7
2019,3,Bogota D.C.,"Bogotá, D.C.",Vietnam,10
2019,3,Santander,San Gil,Bolivia,2
2019,3,Tolima,Honda,Estados Unidos,1
2019,3,Cundinamarca,Sasaima,Panamá,1
2019,3,Quindío,Armenia,Rusia,3
2019,3,Cundinamarca,Guatavita,Brasil,2
2019,3,Norte de Santander,Bochalema,España,3
2019,3,Cundinamarca,Fusagasugá,México,3
2019,3,Cundinamarca,Gachancipá,Estados Unidos,1
2019,3,Cundinamarca,Cajicá,Islandia,1
2019,3,San Andres y Providencia,San Andrés,Haití,1
2019,3,Valle del Cauca,Cali,Kazajistán,2
2019,3,Antioquia,Girardota,Estados Unidos,4
2019,3,Risaralda,Santa Rosa de Cabal,Panamá,3
2019,3,Boyacá,Puerto Boyacá,Ecuador,1
2019,3,Bogota D.C.,"Bogotá, D.C.",Kazajistán,8
2019,3,San Andres y Providencia,San Andrés,Bolivia,110
2019,3,Cundinamarca,Mosquera,Bolivia,1
2019,3,Atlántico,Usiacurí,Estados Unidos,2
2019,3,Cundinamarca,Cota,Bolivia,1
2019,3,Bogota D.C.,"Bogotá, D.C.",Nicaragua,154
2019,3,Amazonas,El Encanto,Estados Unidos,1
2019,3,Valle del Cauca,Cali,Curazao,9
2019,3,Antioquia,Sabaneta,Puerto Rico,1
2019,3,Valle del Cauca,Cartago,Honduras,1
2019,3,Bolívar,Cartagena,Vietnam,8
2019,3,Bolívar,Arenal,Estados Unidos,1
2019,3,Valle del Cauca,Pradera,Chile,2
2019,3,Antioquia,Rionegro,Bolivia,16
2019,3,Nariño,Pasto,Curazao,1
2019,3,Quindío,Calarca,México,1
2019,3,Atlántico,Puerto Colombia,Estados Unidos,13
2019,3,Valle del Cauca,Tuluá,España,20
2019,3,Antioquia,Medellín,Trinidad y Tobago,11
2019,3,Boyacá,Duitama,Estados Unidos,6
2019,3,La Guajira,Fonseca,Italia,1
2019,3,Meta,Villavicencio,Alemania,3
2019,3,Valle del Cauca,Cali,Taiwán,8
2019,3,Bolívar,Cartagena,Taiwán,28
2019,3,Cundinamarca,Cajicá,Israel,1
2019,3,Atlántico,Barranquilla,Noruega,7
2019,3,Valle del Cauca,Buenaventura,Cuba,1
2019,3,Bolívar,Cartagena,Ucrania,29
2019,3,Bolívar,Achí,Dinamarca,1
2019,3,Magdalena,Santa Ana,Italia,1
2019,3,Huila,Pitalito,Estados Unidos,3
2019,3,Boyacá,Puerto Boyacá,Estados Unidos,1
2019,3,Norte de Santander,Cúcuta,Organismos internacionales,2
2019,3,Meta,Acacías,Reino Unido,1
2019,3,Atlántico,Barranquilla,Croacia,4
2019,3,Quindío,Montenegro,Bolivia,1
2019,3,Santander,Los Santos,Panamá,2
2019,3,Valle del Cauca,Cali,Perú,578
2019,3,Bogota D.C.,"Bogotá, D.C.",Surinam,24
2019,3,Antioquia,Abejorral,Reino Unido,4
2019,3,Amazonas,Leticia,Dinamarca,2
2019,3,Antioquia,Envigado,Bolivia,2
2019,3,Cundinamarca,El Colegio,República Dominicana,1
2019,3,Valle del Cauca,Tuluá,Perú,25
2019,3,Boyacá,Tunja,Corea del Sur,1
2019,3,Bolívar,Achí,Estados Unidos,17
2019,3,Cundinamarca,La Calera,Francia,2
2019,3,La Guajira,Riohacha,Cuba,1
2019,3,Antioquia,Medellín,Indonesia,6
2019,3,Putumayo,Puerto Asís,Ecuador,58
2019,3,Bolívar,Cartagena,San Cristóbal y Nieves,1
2019,3,Antioquia,Medellín,Bermudas,7
2019,3,Meta,Puerto Gaitán,Ecuador,2
2019,3,Cundinamarca,Madrid,Estados Unidos,5
2019,3,Quindío,Salento,Corea del Sur,2
2019,3,Sucre,Coveñas,Rusia,12
2019,3,Valle del Cauca,Alcalá,Australia,1
2019,3,Valle del Cauca,Cartago,Canadá,3
2019,3,Arauca,Arauca,Italia,1
2019,3,Santander,Bucaramanga,Italia,18
2019,3,Antioquia,Montebello,Estados Unidos,3
2019,3,Atlántico,Barranquilla,Aruba,12
2019,3,Cesar,El Paso,Estados Unidos,8
2019,3,Chocó,Bahía Solano,Estados Unidos,4
2019,3,Bolívar,Cartagena,Chipre,4
2019,3,Valle del Cauca,Cartago,Bélgica,3
2019,3,Magdalena,Santa Marta,República Checa,11
2019,3,Cundinamarca,Anolaima,Estados Unidos,1
2019,3,Bogota D.C.,"Bogotá, D.C.",Mónaco,2
2019,3,La Guajira,Riohacha,Italia,1
2019,3,Putumayo,Puerto Leguízamo,Perú,10
2019,3,Quindío,Salento,Estados Unidos,51
2019,3,Meta,Villavicencio,Malasia,1
2019,3,Caquetá,Florencia,Dinamarca,1
2019,3,Tolima,Espinal,Estados Unidos,1
2019,3,Meta,Villavicencio,Bolivia,1
2019,3,Risaralda,Pereira,Israel,10
2019,3,Meta,Puerto Gaitán,Argentina,4
2019,3,Boyacá,Paipa,Estados Unidos,4
2019,3,Bolívar,El Peñón,Estados Unidos,1
2019,3,La Guajira,Riohacha,Estados Unidos,27
2019,3,Atlántico,Palmar de Varela,Estados Unidos,1
2019,3,Cauca,El Tambo,Perú,2
2019,3,Antioquia,Andes,Estados Unidos,1
2019,3,Cundinamarca,Fusagasugá,Ecuador,5
2019,3,Valle del Cauca,Palmira,China,2
2019,3,Cesar,Valledupar,República Dominicana,2
2019,3,Antioquia,Medellín,Eslovaquia,18
2019,3,Atlántico,Santo Tomás,Panamá,2
2019,3,Cundinamarca,Cajicá,Países Bajos,1
2019,3,Bolívar,Cartagena,Corea del Sur,44
2019,3,La Guajira,Riohacha,Argentina,10
2019,3,Cundinamarca,Chía,Estados Unidos,98
2019,3,Huila,Neiva,Estados Unidos,30
2019,3,Norte de Santander,Cúcuta,Alemania,9
2019,3,Boyacá,Villa de Leyva,Nicaragua,2
2019,3,Bolívar,Cartagena,Guyana,3
2019,3,San Andres y Providencia,San Andrés,Brasil,2176
2019,3,Valle del Cauca,Jamundí,Estados Unidos,43
2019,3,Cundinamarca,Sibaté,Bolivia,1
2019,3,Tolima,Flandes,Estados Unidos,1
2019,3,Valle del Cauca,Yotoco,Estados Unidos,1
2019,3,Santander,Oiba,Bolivia,10
2019,3,Bolívar,Cartagena,Isla Bouvet,1
2019,3,Norte de Santander,Cúcuta,Puerto Rico,4
2019,3,Valle del Cauca,El Cairo,Estados Unidos,1
2019,3,Bogota D.C.,"Bogotá, D.C.",Turquía,473
2019,3,Córdoba,Lorica,Estados Unidos,1
2019,3,Amazonas,La Pedrera,Brasil,1
2019,3,Cundinamarca,Cota,Israel,1
2019,3,Santander,Bucaramanga,Hungría,2
2019,3,Cundinamarca,Mosquera,Estados Unidos,7
2019,3,Valle del Cauca,El Cerrito,Chile,3
2019,3,Atlántico,Soledad,Estados Unidos,12
2019,3,Cesar,Valledupar,Brasil,4
2019,3,Sucre,Corozal,Brasil,1
2019,3,Valle del Cauca,Cali,Nigeria,2
2019,3,Quindío,Circasia,Reino Unido,2
2019,3,Norte de Santander,Cúcuta,Dinamarca,1
2019,3,Risaralda,Dosquebradas,El Salvador,1
2019,3,Norte de Santander,Cúcuta,Portugal,6
2019,3,Antioquia,Envigado,Australia,1
2019,3,Tolima,Fresno,Alemania,2
2019,3,Antioquia,San Vicente Ferrer,España,1
2019,3,Valle del Cauca,Jamundí,Chile,4
2019,3,Cundinamarca,Ricaurte,Estados Unidos,2
2019,3,Cesar,El Copey,Países Bajos,1
2019,3,Atlántico,Barranquilla,Bolivia,21
2019,3,Antioquia,Medellín,Bosnia,2
2019,3,Meta,San Martín,Estados Unidos,1
2019,3,Cundinamarca,Soacha,Perú,4
2019,3,Cundinamarca,Pandi,Suiza,1
2019,3,Cundinamarca,Silvania,Estados Unidos,20
2019,3,San Andres y Providencia,San Andrés,Australia,4
2019,3,Risaralda,Pereira,Bolivia,6
2019,3,La Guajira,Riohacha,Bolivia,2
2019,3,Antioquia,Medellín,Grecia,17
2019,3,Antioquia,Bello,Honduras,1
2019,3,Valle del Cauca,Tuluá,Brasil,1
2019,3,Cundinamarca,Facatativá,Corea del Sur,1
2019,3,Sucre,Santiago de Tolú,Estados Unidos,1
2019,3,Atlántico,Puerto Colombia,Alemania,3
2019,3,Atlántico,Barranquilla,Santa Lucia,1
2019,3,Bogota D.C.,"Bogotá, D.C.",República Democratica del Congo,2
2019,3,Antioquia,Jericó,Estados Unidos,2
2019,3,Antioquia,Rionegro,Chile,3
2019,3,Cundinamarca,Cajicá,Argentina,3
2019,3,Antioquia,Abejorral,Puerto Rico,2
2019,3,Boyacá,Sogamoso,Estados Unidos,10
2019,3,La Guajira,Riohacha,Chile,16
2019,3,Sin Especificar,Sin Especificar,República Dominicana,2
2019,3,Cundinamarca,Facatativá,República Dominicana,1
2019,3,Nariño,Pasto,Perú,40
2019,3,Bolívar,Cartagena,Qatar,1
2019,3,San Andres y Providencia,Providencia,Bolivia,5
2019,3,Bogota D.C.,"Bogotá, D.C.",Curazao,35
2019,3,Cesar,Valledupar,China,1
2019,3,Valle del Cauca,Cali,Bermudas,1
2019,3,Antioquia,Medellín,Curazao,33
2019,3,Valle del Cauca,Caicedonia,Estados Unidos,8
2019,3,Risaralda,Pereira,Curazao,3
2019,3,Norte de Santander,Villa del Rosario,Estados Unidos,6
2019,3,Atlántico,Sabanalarga,Estados Unidos,2
2019,3,Valle del Cauca,Palmira,Bolivia,2
2019,3,Valle del Cauca,Cali,Corea del Sur,18
2019,3,Antioquia,San Rafael,Chile,1
2019,2,Cundinamarca,Cajicá,Canadá,6
2019,2,Valle del Cauca,Alcalá,México,2
2019,2,Valle del Cauca,Palmira,Paraguay,1
2019,2,Sucre,Sincelejo,Cuba,1
2019,2,Guainía,Barranco Minas,Estados Unidos,1
2019,2,Risaralda,La Virginia,Chile,1
2019,2,Norte de Santander,Cúcuta,China,1
2019,2,Antioquia,Fredonia,Estados Unidos,1
2019,2,Cesar,Becerril,Suiza,1
2019,2,Atlántico,Barranquilla,Austria,11
2019,2,Nariño,Pasto,Costa Rica,6
2019,2,Caldas,Pácora,Panamá,1
2019,2,Antioquia,Abejorral,Chile,1
2019,2,Bolívar,Altos del Rosario,Chile,1
2019,2,Risaralda,Pereira,Australia,7
2019,2,Cundinamarca,Chía,Puerto Rico,2
2019,2,Valle del Cauca,Bugalagrande,Alemania,3
2019,2,Antioquia,Andes,Nicaragua,1
2019,2,Cundinamarca,Tibacuy,Estados Unidos,2
2019,2,Cesar,Valledupar,Panamá,5
2019,2,Antioquia,Medellín,Brasil,754
2019,2,Cundinamarca,Cota,Perú,8
2019,2,Bogota D.C.,"Bogotá, D.C.",Ucrania,45
2019,2,Risaralda,La Virginia,Honduras,1
2019,2,Valle del Cauca,Cali,Taiwán,16
2019,2,Atlántico,Barranquilla,República Democratica del Congo,1
2019,2,Bolívar,Cartagena,Islandia,7
2019,2,Boyacá,Tunja,Canadá,1
2019,2,Antioquia,Medellín,Bermudas,3
2019,2,Bolívar,Cartagena,Túnez,2
2019,2,Tolima,Ibagué,India,1
2019,2,Santander,Bucaramanga,Eslovaquia,1
2019,2,Antioquia,Ciudad Bolívar,Países Bajos,1
2019,2,Risaralda,Pereira,Uruguay,4
2019,2,Arauca,Arauca,Ecuador,3
2019,2,Boyacá,Duitama,México,1
2019,2,Cesar,Valledupar,Perú,4
2019,2,Norte de Santander,Cúcuta,Islas Caimán,1
2019,2,Risaralda,Santa Rosa de Cabal,Honduras,1
2019,2,Boyacá,Sogamoso,Guatemala,1
2019,2,Vaupés,Mitú,Rusia,1
2019,2,Atlántico,Barranquilla,Ciudad del Vaticano,1
2019,2,Huila,Pitalito,Austria,1
2019,2,Tolima,Ibagué,Brasil,4
2019,2,Bogota D.C.,"Bogotá, D.C.",Nepal,3
2019,2,Cauca,Miranda,Estados Unidos,2
2019,2,La Guajira,Uribia,Ecuador,1
2019,2,Antioquia,Medellín,Argelia,1
2019,2,Cundinamarca,Tocancipá,Polonia,19
2019,2,Quindío,Armenia,Costa Rica,11
2019,2,Bolívar,Achí,España,1
2019,2,Magdalena,Santa Marta,Islandia,1
2019,2,Bolívar,Cartagena,Croacia,25
2019,2,Atlántico,Barranquilla,Chile,204
2019,2,Valle del Cauca,Cartago,Eslovenia,1
2019,2,Cundinamarca,Tenjo,México,3
2019,2,Risaralda,Pereira,Países Bajos,26
2019,2,Boyacá,Paipa,Ecuador,1
2019,2,Valle del Cauca,La Unión,Panamá,1
2019,2,Bolívar,Cartagena,Costa Rica,663
2019,2,Magdalena,Santa Marta,España,74
2019,2,Valle del Cauca,Ginebra,El Salvador,1
2019,2,Bolívar,Cartagena,Azerbaiyán,1
2019,2,Nariño,Pasto,México,8
2019,2,Nariño,Imués,Nueva Zelanda,1
2019,2,Antioquia,Guadalupe,Perú,1
2019,2,Boyacá,Ráquira,España,2
2019,2,Cundinamarca,Cajicá,Ecuador,3
2019,2,Valle del Cauca,Jamundí,Panamá,6
2019,2,Antioquia,Medellín,Albania,5
2019,2,Bolívar,Cartagena,San Cristóbal y Nieves,2
2019,2,Antioquia,Retiro,España,1
2019,2,Valle del Cauca,Cali,Reino Unido,281
2019,2,Antioquia,Envigado,Suecia,1
2019,2,Antioquia,Rionegro,México,18
2019,2,Antioquia,Abejorral,Alemania,3
2019,2,Santander,Barrancabermeja,España,3
2019,2,Bogota D.C.,"Bogotá, D.C.",Reino Unido,2414
2019,2,Bogota D.C.,"Bogotá, D.C.",México,8203
2019,2,Valle del Cauca,Bugalagrande,Francia,1
2019,2,Atlántico,Baranoa,España,1
2019,2,Atlántico,Barranquilla,Canadá,190
2019,2,Cundinamarca,Guasca,México,1
2019,2,Bolívar,Cartagena,Lituania,18
2019,2,Cesar,Valledupar,Estados Unidos,58
2019,2,La Guajira,Riohacha,Brasil,4
2019,2,Risaralda,Pereira,Dinamarca,5
2019,2,Boyacá,San José de Pare,Panamá,2
2019,2,Cundinamarca,Funza,México,5
2019,2,San Andres y Providencia,San Andrés,México,32
2019,2,Atlántico,Soledad,Estados Unidos,18
2019,2,Antioquia,Sabanalarga,Italia,1
2019,2,Antioquia,Medellín,Austria,113
2019,2,Bolívar,Barranco de Loba,Estados Unidos,1
2019,2,Risaralda,Pereira,Hong Kong,1
2019,2,Caldas,Chinchiná,Panamá,1
2019,2,Antioquia,Medellín,Organismos internacionales,3
2019,2,Bolívar,Cartagena,Suiza,347
2019,2,Amazonas,Leticia,Turquía,1
2019,2,Antioquia,Caldas,República Dominicana,1
2019,2,Cundinamarca,Facatativá,Alemania,4
2019,2,Norte de Santander,Ocaña,Estados Unidos,3
2019,2,Huila,Villavieja,Alemania,1
2019,2,Caquetá,Florencia,México,1
2019,2,Boyacá,Ráquira,Argentina,4
2019,2,Valle del Cauca,Calima,Chile,1
2019,2,Risaralda,Dosquebradas,Canadá,6
2019,2,Cundinamarca,Cajicá,Australia,1
2019,2,Nariño,Pasto,Perú,46
2019,2,Antioquia,Itagui,Sudáfrica,1
2019,2,Bogota D.C.,"Bogotá, D.C.",Uganda,1
2019,2,Atlántico,Barranquilla,Rumania,8
2019,2,Risaralda,Pereira,Guatemala,9
2019,2,Norte de Santander,Cúcuta,Curazao,2
2019,2,Antioquia,Medellín,Martinica,1
2019,2,Tolima,Ibagué,Belice,1
2019,2,San Andres y Providencia,San Andrés,Argentina,2204
2019,2,Valle del Cauca,Tuluá,Aruba,1
2019,2,Chocó,Bahía Solano,Austria,2
2019,2,Bolívar,Cartagena,España,789
2019,2,Córdoba,Montería,Alemania,5
2019,2,Casanare,Villanueva,México,2
2019,2,Cundinamarca,Fusagasugá,Alemania,1
2019,2,Tolima,Melgar,Perú,4
2019,2,Vichada,Puerto Carreño,Suiza,1
2019,2,Meta,Villavicencio,Cuba,5
2019,2,Antioquia,Medellín,Puerto Rico,244
2019,2,Boyacá,Muzo,México,2
2019,2,Magdalena,Santa Marta,Turquía,3
2019,2,Risaralda,Pereira,Bulgaria,1
2019,2,Valle del Cauca,Cartago,Reino Unido,2
2019,2,San Andres y Providencia,San Andrés,Croacia,1
2019,2,Cundinamarca,Cota,Estados Unidos,13
2019,2,Quindío,Montenegro,El Salvador,4
2019,2,Tolima,Saldaña,Austria,1
2019,2,Atlántico,Barranquilla,Países Bajos,115
2019,2,Bogota D.C.,"Bogotá, D.C.",Rumania,195
2019,2,Antioquia,Rionegro,Austria,1
2019,2,Cundinamarca,Chía,Japón,1
2019,2,Magdalena,Algarrobo,Myanmar,1
2019,2,Tolima,Ibagué,Nicaragua,1
2019,2,Valle del Cauca,La Unión,Francia,5
2019,2,Santander,Floridablanca,Ecuador,3
2019,2,San Andres y Providencia,San Andrés,Costa Rica,130
2019,2,Atlántico,Barranquilla,Dominica,1
2019,2,Cundinamarca,San Francisco,Estados Unidos,1
2019,2,La Guajira,Riohacha,Canadá,5
2019,2,Boyacá,Sogamoso,Alemania,4
2019,2,Amazonas,Leticia,Perú,202
2019,2,Antioquia,El Carmen de Viboral,Chile,1
2019,2,Quindío,Armenia,Austria,2
2019,2,Antioquia,Salgar,Estados Unidos,5
2019,2,Boyacá,Tibasosa,Argentina,1
2019,2,Caldas,Manizales,Letonia,1
2019,2,Casanare,Yopal,México,8
2019,2,Antioquia,Rionegro,Canadá,5
2019,2,La Guajira,Albania,Reino Unido,1
2019,2,Norte de Santander,Cúcuta,España,98
2019,2,Risaralda,Pereira,Lituania,1
2019,2,Magdalena,Santa Marta,Bélgica,27
2019,2,Cundinamarca,Zipaquirá,Cuba,1
2019,2,Valle del Cauca,La Unión,México,1
2019,2,Caldas,Anserma,España,2
2019,2,Risaralda,Pereira,Honduras,7
2019,2,Bolívar,Cartagena,Curazao,1
2019,2,Antioquia,Donmatías,Estados Unidos,4
2019,2,Meta,Villavicencio,Taiwán,2
2019,2,Cundinamarca,Girardot,Ecuador,8
2019,2,Tolima,Ibagué,Paraguay,3
2019,2,Antioquia,Itagui,Israel,1
2019,2,Cundinamarca,Silvania,Austria,4
2019,2,Cauca,Popayán,México,20
2019,2,La Guajira,Albania,Bélgica,1
2019,2,La Guajira,Riohacha,Alemania,5
2019,2,Huila,Pitalito,México,3
2019,2,Huila,Aipe,Estados Unidos,1
2019,2,Antioquia,Copacabana,México,3
2019,2,Antioquia,Rionegro,Uruguay,1
2019,2,Antioquia,Abejorral,Argentina,3
2019,2,Atlántico,Puerto Colombia,México,4
2019,2,San Andres y Providencia,Providencia,Costa Rica,1
2019,2,Nariño,Pasto,Panamá,5
2019,2,Magdalena,Santa Marta,Kuwait,1
2019,2,La Guajira,Riohacha,Chile,10
2019,2,Valle del Cauca,Alcalá,Ecuador,46
2019,2,Quindío,Armenia,Letonia,1
2019,2,Bolívar,Cartagena,Malasia,2
2019,2,Antioquia,Abejorral,Uruguay,1
2019,2,Risaralda,Marsella,España,1
2019,2,Cundinamarca,Soacha,Argentina,2
2019,2,Tolima,Ibagué,Ghana,1
2019,2,Nariño,Ipiales,Vanuatu,1
2019,2,Antioquia,Bello,Italia,1
2019,2,Valle del Cauca,Cali,Santa Lucia,2
2019,2,San Andres y Providencia,San Andrés,Chile,3371
2019,2,Atlántico,Campo de La Cruz,Argentina,1
2019,2,Cundinamarca,Girardot,Argentina,13
2019,2,Boyacá,Pachavita,Canadá,1
2019,2,Chocó,Acandí,Irlanda,1
2019,2,Chocó,Acandí,Reino Unido,1
2019,2,Sucre,San Onofre,México,2
2019,2,Antioquia,Envigado,Panamá,13
2019,2,Risaralda,Pereira,Islandia,1
2019,2,Antioquia,Envigado,Chile,12
2019,2,Atlántico,Barranquilla,Curazao,7
2019,2,Boyacá,Siachoque,Corea del Sur,1
2019,2,Valle del Cauca,El Dovio,México,1
2019,2,Tolima,Ibagué,Costa Rica,3
2019,2,Caldas,Aranzazu,España,1
2019,2,La Guajira,Maicao,España,2
2019,2,Bolívar,Cartagena,México,1648
2019,2,Vichada,Puerto Carreño,España,1
2019,2,Norte de Santander,Cúcuta,Kazajistán,1
2019,2,Nariño,Pasto,Paraguay,1
2019,2,Nariño,Ipiales,Chile,26
2019,2,Putumayo,San Miguel,Ecuador,3
2019,2,Bolívar,Cartagena,Malí,1
2019,2,Antioquia,Copacabana,Rusia,1
2019,2,Norte de Santander,Cúcuta,Francia,13
2019,2,Sin Especificar,Sin Especificar,Canadá,4
2019,2,Antioquia,Guatape,Panamá,16
2019,2,Arauca,Arauquita,Bolivia,1
2019,2,Cauca,Popayán,Francia,36
2019,2,Antioquia,Guatape,Chile,3
2019,2,Nariño,San Andres de Tumaco,Ecuador,11
2019,2,Atlántico,Barranquilla,Ecuador,117
2019,2,Amazonas,Puerto Nariño,Francia,2
2019,2,Atlántico,Barranquilla,Noruega,15
2019,2,Valle del Cauca,Roldanillo,Ecuador,1
2019,2,Atlántico,Repelón,Perú,1
2019,2,Huila,Pitalito,Estados Unidos,1
2019,2,Antioquia,Apartadó,Nicaragua,1
2019,2,Santander,Floridablanca,Italia,1
2019,2,Atlántico,Tubará,Francia,1
2019,2,Valle del Cauca,El Cerrito,Costa Rica,2
2019,2,Boyacá,Tunja,República Dominicana,2
2019,2,Boyacá,Moniquirá,Estados Unidos,4
2019,2,Cauca,Popayán,Estados Unidos,23
2019,2,Bolívar,Cartagena,India,92
2019,2,Caldas,Villamaría,Argentina,1
2019,2,Boyacá,Villa de Leyva,Austria,5
2019,2,Valle del Cauca,Cali,Nigeria,1
2019,2,Antioquia,Rionegro,Países Bajos,5
2019,2,Bolívar,Cartagena,Tailandia,9
2019,2,Boyacá,Villa de Leyva,Argentina,4
2019,2,Norte de Santander,Cúcuta,Portugal,10
2019,2,Santander,Bucaramanga,Australia,4
2019,2,Antioquia,Armenia,Bélgica,2
2019,2,Bogota D.C.,"Bogotá, D.C.",República Checa,275
2019,2,Antioquia,Medellín,Emiratos Árabes Unidos,4
2019,2,Boyacá,Nobsa,Brasil,3
2019,2,Bolívar,Cartagena,Noruega,109
2019,2,Quindío,Filandia,Estados Unidos,13
2019,2,Magdalena,Santa Marta,Dinamarca,15
2019,2,Caldas,La Dorada,Alemania,1
2019,2,Amazonas,Leticia,Irlanda,3
2019,2,Risaralda,Pereira,Chile,90
2019,2,Bolívar,Cartagena,Ecuador,871
2019,2,Bolívar,Cartagena,Emiratos Árabes Unidos,2
2019,2,Atlántico,Barranquilla,Bolivia,23
2019,2,Bogota D.C.,"Bogotá, D.C.",Fiyi,3
2019,2,Antioquia,Abejorral,Bélgica,1
2019,2,Valle del Cauca,Cartago,Portugal,1
2019,2,Valle del Cauca,Palmira,Curazao,1
2019,2,Cundinamarca,Suesca,Suiza,1
2019,2,Caldas,Villamaría,Estados Unidos,3
2019,2,Antioquia,Pueblorrico,Honduras,1
2019,2,Valle del Cauca,Cali,El Salvador,217
2019,2,Bogota D.C.,"Bogotá, D.C.",Kuwait,6
2019,2,Antioquia,Guatape,Brasil,3
2019,2,Quindío,Circasia,Costa Rica,2
2019,2,Antioquia,Medellín,Corea del Norte,1
2019,2,Antioquia,Abejorral,Guatemala,1
2019,2,Valle del Cauca,Cali,Sudán,1
2019,2,Huila,Campoalegre,España,1
2019,2,Cundinamarca,Madrid,Portugal,1
2019,2,Norte de Santander,Cucutilla,Reino Unido,1
2019,2,Valle del Cauca,Cartago,Francia,10
2019,2,Valle del Cauca,Cartago,República Dominicana,1
2019,2,Santander,Bucaramanga,Cuba,2
2019,2,Amazonas,Leticia,Australia,3
2019,2,Bolívar,Magangué,Perú,2
2019,2,Valle del Cauca,Calima,Estados Unidos,2
2019,2,Caquetá,Florencia,El Salvador,1
2019,2,Tolima,Honda,Argentina,1
2019,2,Meta,Villavicencio,Surinam,1
2019,2,Cundinamarca,Agua de Dios,Puerto Rico,2
2019,2,Chocó,Acandí,México,2
2019,2,Huila,San Agustín,Polonia,1
2019,2,Cauca,Santander de Quilichao,Italia,1
2019,2,Caquetá,Florencia,Canadá,1
2019,2,Norte de Santander,Cúcuta,Suiza,11
2019,2,Cundinamarca,Cota,Bélgica,1
2019,2,Huila,Neiva,Brasil,14
2019,2,Norte de Santander,Cúcuta,Alemania,16
2019,2,Santander,Girón,Reino Unido,2
2019,2,Risaralda,Santa Rosa de Cabal,Estados Unidos,26
2019,2,Boyacá,Tunja,Puerto Rico,1
2019,2,Risaralda,Pereira,México,54
2019,2,Meta,Puerto Gaitán,Honduras,1
2019,2,Magdalena,Santa Marta,China,8
2019,2,Santander,Bucaramanga,Estados Unidos,311
2019,2,Bolívar,Achí,México,12
2019,2,Atlántico,Baranoa,México,3
2019,2,Cundinamarca,Cota,Argentina,2
2019,2,Norte de Santander,Abrego,Alemania,1
2019,2,Nariño,Ipiales,Bolivia,4
2019,2,Cundinamarca,Girardot,Perú,2
2019,2,Antioquia,Medellín,Surinam,6
2019,2,Córdoba,Cereté,Perú,1
2019,2,Cundinamarca,Zipaquirá,España,6
2019,2,Bogota D.C.,"Bogotá, D.C.",Portugal,473
2019,2,Bolívar,Cartagena,República Dominicana,166
2019,2,Antioquia,Envigado,Australia,7
2019,2,Valle del Cauca,Cali,Guyana,3
2019,2,Antioquia,Medellín,Jordania,3
2019,2,Valle del Cauca,Roldanillo,Francia,8
2019,2,Norte de Santander,Cúcuta,Austria,1
2019,2,Bolívar,Cicuco,Costa Rica,1
2019,2,Bogota D.C.,"Bogotá, D.C.",Jamaica,61
2019,2,Tolima,Melgar,Ecuador,1
2019,2,Meta,Villavicencio,Portugal,1
2019,2,Norte de Santander,Cúcuta,Egipto,1
2019,2,Sucre,Coveñas,Myanmar,7
2019,2,Caldas,Neira,Estados Unidos,6
2019,2,Santander,Oiba,Estados Unidos,1
2019,2,Atlántico,Barranquilla,República Checa,1
2019,2,Valle del Cauca,Jamundí,Canadá,1
2019,2,Amazonas,Leticia,Portugal,3
2019,2,San Andres y Providencia,Providencia,Argentina,111
2019,2,Bolívar,Cartagena,Italia,549
2019,2,Córdoba,Cereté,Alemania,2
2019,2,Magdalena,Santa Marta,Costa Rica,34
2019,2,San Andres y Providencia,Providencia,Reino Unido,1
2019,2,Bogota D.C.,"Bogotá, D.C.",Islas Caimán,1
2019,2,Atlántico,Puerto Colombia,Bolivia,1
2019,2,Atlántico,Santo Tomás,Estados Unidos,7
2019,2,Valle del Cauca,Alcalá,Estados Unidos,18
2019,2,Cundinamarca,Zipaquirá,Guatemala,3
2019,2,Antioquia,Apartadó,Chile,3
2019,2,Antioquia,Rionegro,Turquía,2
2019,2,Bogota D.C.,"Bogotá, D.C.",Nueva Caledonia,1
2019,2,Magdalena,Santa Marta,El Salvador,5
2019,2,Valle del Cauca,Dagua,Perú,5
2019,2,Nariño,Ipiales,El Salvador,1
2019,2,Amazonas,Leticia,Reino Unido,13
2019,2,Cundinamarca,Chía,Francia,8
2019,2,Nariño,Pasto,Corea del Sur,1
2019,2,Santander,Bucaramanga,Aruba,15
2019,2,Quindío,Filandia,Italia,1
2019,2,Boyacá,Duitama,Perú,1
2019,2,Risaralda,Pereira,Israel,4
2019,2,Antioquia,Medellín,Egipto,1
2019,2,Bolívar,Achí,Brasil,8
2019,2,Magdalena,Santa Ana,Estados Unidos,3
2019,2,Antioquia,Girardota,Estados Unidos,1
2019,2,Huila,Neiva,Alemania,8
2019,2,Cundinamarca,Soacha,Bélgica,1
2019,2,Santander,Barrancabermeja,Brasil,2
2019,2,Antioquia,Guatape,Suiza,2
2019,2,Atlántico,Santo Tomás,Francia,1
2019,2,Atlántico,Soledad,India,1
2019,2,Guainía,Puerto Colombia,Países Bajos,1
2019,2,Magdalena,Santa Marta,Italia,64
